        28.687509,28.687509,28.687509,28.687509,
        28.859167,28.859167,28.859167,28.859167,
        26.680192,26.680192,26.680192,26.680192,
        23.811867,23.811867,23.811867,23.811867,
        22.079925,22.079925,22.079925,22.079925,
        19.888750,19.888750,19.888750,19.888750,
        19.311767,19.311767,19.311767,19.311767,
        18.902106,18.902106,18.902106,18.902106,
        18.357748,18.357748,18.357748,18.357748,
        17.759113,17.759113,17.759113,17.759113,
        16.556308,16.556308,16.556308,16.556308,
        15.669368,15.669368,15.669368,15.669368,
        14.865648,14.865648,14.865648,14.865648,
        14.583286,14.583286,14.583286,14.583286,
        14.189840,14.189840,14.189840,14.189840,
        13.878497,13.878497,13.878497,13.878497,
        13.429775,13.429775,13.429775,13.429775,
        12.817094,12.817094,12.817094,12.817094,
        12.608234,12.608234,12.608234,12.608234,
        12.347093,12.347093,12.347093,12.347093,
        11.999420,11.999420,11.999420,11.999420,
        11.331249,11.331249,11.331249,11.331249,
        10.977341,10.977341,10.977341,10.977341,
        10.567425,10.567425,10.567425,10.567425,
        10.257790,10.257790,10.257790,10.257790,
